train episode:0, reward = 0.6016270501467852, state count = 7, state = [1, 32, 37, 78, 83, 128, 161]
train episode:773, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 38, 47, 80, 88]
train episode:774, reward = 0.5226493731901654, state count = 5, state = [7, 47, 88, 117, 177]
train episode:775, reward = 0.6058007063476362, state count = 7, state = [7, 32, 47, 75, 88, 110, 131]
train episode:776, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 91, 107]
train episode:777, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 175]
train episode:778, reward = 0.815812442170223, state count = 7, state = [6, 7, 16, 32, 47, 88, 97]
evaluate episode:77.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 98]
train episode:779, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 66, 80, 88]
train episode:780, reward = 0.6004599478208041, state count = 7, state = [7, 20, 32, 38, 47, 80, 88]
train episode:781, reward = 0.6341727993708921, state count = 7, state = [7, 32, 47, 64, 80, 88, 138]
train episode:782, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 54, 80, 88, 98]
train episode:783, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 98]
train episode:784, reward = 0.9934937578813366, state count = 7, state = [7, 17, 32, 34, 47, 88, 156]
train episode:785, reward = 0.6004599503188507, state count = 7, state = [7, 28, 32, 47, 80, 88, 162]
train episode:786, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 142, 164]
train episode:787, reward = 0.5981381359776654, state count = 7, state = [6, 7, 32, 47, 57, 80, 88]
train episode:788, reward = 0.6132425668127526, state count = 7, state = [7, 16, 32, 37, 47, 80, 88]
evaluate episode:78.9, reward = 0.5979055778381306, state count = 7, state = [7, 16, 32, 47, 57, 80, 88]
train episode:789, reward = 0.5979055778381306, state count = 7, state = [7, 16, 32, 47, 57, 80, 88]
train episode:790, reward = 0.5997655033763597, state count = 7, state = [7, 32, 47, 57, 61, 80, 88]
train episode:791, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 52, 76, 80, 88]
train episode:792, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 80, 88, 126]
train episode:793, reward = 0.6234605813254035, state count = 7, state = [7, 32, 47, 58, 80, 88, 107]
train episode:794, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 180]
train episode:795, reward = 0.5979055778381306, state count = 7, state = [7, 12, 32, 47, 57, 80, 88]
train episode:796, reward = 0.60835884588252, state count = 7, state = [7, 26, 27, 32, 47, 88, 182]
train episode:797, reward = 0.5965123823170281, state count = 7, state = [7, 32, 47, 57, 74, 80, 88]
train episode:798, reward = 0.6060332644871711, state count = 7, state = [1, 7, 26, 32, 47, 88, 173]
evaluate episode:79.9, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 143]
train episode:799, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 122, 143]
train episode:800, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 143]
train episode:801, reward = 0.5983701545391503, state count = 7, state = [2, 7, 32, 47, 57, 80, 88]
train episode:802, reward = 0.815812442170223, state count = 7, state = [7, 32, 47, 80, 87, 88, 97]
train episode:803, reward = 0.5979055778381306, state count = 7, state = [7, 24, 32, 47, 57, 80, 88]
train episode:804, reward = 0.607427536666327, state count = 7, state = [7, 32, 43, 47, 88, 96, 127]
train episode:805, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 72, 80, 88]
train episode:806, reward = 0.5979055778381306, state count = 7, state = [7, 32, 46, 47, 57, 80, 88]
train episode:807, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 84, 88]
train episode:808, reward = 0.6018552966580135, state count = 7, state = [7, 32, 34, 47, 80, 88, 148]
evaluate episode:80.9, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 80, 88, 143]
train episode:809, reward = 0.6127774505336826, state count = 7, state = [7, 16, 32, 47, 56, 60, 88]
train episode:810, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 80, 88, 143]
train episode:811, reward = 0.6264978411881909, state count = 7, state = [2, 7, 32, 47, 62, 88, 162]
train episode:812, reward = 0.7014859454906264, state count = 7, state = [7, 32, 44, 47, 80, 88, 143]
train episode:813, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 80, 88, 143]
train episode:814, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 143, 155]
train episode:815, reward = 0.6306844272778688, state count = 7, state = [7, 32, 47, 67, 80, 88, 143]
train episode:816, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 143, 177]
train episode:817, reward = 0.6457996296895827, state count = 7, state = [7, 14, 25, 32, 47, 80, 88]
train episode:818, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 47, 80, 88, 140]
evaluate episode:81.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 138, 143]
train episode:819, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 138, 143]
train episode:820, reward = 0.6251024923509816, state count = 7, state = [2, 7, 11, 32, 47, 49, 88]
train episode:821, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 143]
train episode:822, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 143, 172]
train episode:823, reward = 0.5252058964889457, state count = 7, state = [7, 11, 47, 88, 104, 156, 183]
train episode:824, reward = 0.7014859454906264, state count = 7, state = [7, 32, 44, 47, 80, 88, 176]
train episode:825, reward = 0.6023204129370832, state count = 7, state = [5, 7, 32, 34, 47, 88, 178]
train episode:826, reward = 0.5247413197879258, state count = 7, state = [7, 12, 47, 88, 134, 135, 148]
train episode:827, reward = 0.6058007063476363, state count = 7, state = [7, 22, 32, 47, 80, 88, 173]
train episode:828, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 73, 80, 88, 138]
evaluate episode:82.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 143, 173]
train episode:829, reward = 0.6344053575104269, state count = 7, state = [7, 32, 47, 80, 82, 84, 88]
train episode:830, reward = 0.7056682224500441, state count = 7, state = [7, 32, 44, 47, 48, 88, 135]
train episode:831, reward = 0.9275301863942396, state count = 7, state = [7, 32, 47, 61, 87, 88, 132]
train episode:832, reward = 0.606265822626706, state count = 7, state = [7, 12, 27, 32, 47, 88, 154]
train episode:833, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 169, 175]
train episode:834, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 87, 88, 105]
train episode:835, reward = 0.6134729716361805, state count = 7, state = [7, 16, 32, 39, 47, 63, 88]
train episode:836, reward = 0.6069640366233606, state count = 7, state = [7, 14, 32, 47, 83, 88, 148]
train episode:837, reward = 0.60789049962929, state count = 7, state = [7, 15, 32, 46, 47, 88, 107]
train episode:838, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 148, 175]
evaluate episode:83.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 175]
train episode:839, reward = 0.5410015417943168, state count = 7, state = [7, 39, 47, 66, 86, 88, 126]
train episode:840, reward = 0.9474962529302087, state count = 7, state = [7, 41, 47, 54, 88, 91, 103]
train episode:841, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 175]
train episode:842, reward = 0.7595969202083971, state count = 7, state = [7, 23, 47, 88, 90, 93, 124]
train episode:843, reward = 0.6058007063476363, state count = 7, state = [7, 8, 24, 32, 47, 84, 88]
train episode:844, reward = 0.60533612714857, state count = 7, state = [3, 4, 7, 29, 32, 47, 88]
train episode:845, reward = 0.7932763803705501, state count = 7, state = [7, 23, 32, 47, 80, 88, 94]
train episode:846, reward = 0.7161209509163833, state count = 7, state = [7, 13, 32, 35, 47, 88, 172]
train episode:847, reward = 0.6306844272778688, state count = 7, state = [7, 32, 47, 67, 80, 88, 179]
train episode:848, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 175]
evaluate episode:84.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 175]
train episode:849, reward = 0.988850671275063, state count = 7, state = [7, 18, 32, 33, 47, 80, 88]
train episode:850, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 107, 118]
train episode:851, reward = 0.606496227450134, state count = 7, state = [7, 32, 39, 47, 80, 88, 175]
train episode:852, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:853, reward = 0.7014859454906264, state count = 7, state = [7, 32, 44, 47, 80, 88, 175]
train episode:854, reward = 0.9365821852311493, state count = 7, state = [7, 47, 124, 151, 159, 180, 182]
train episode:855, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 49, 88, 173]
train episode:856, reward = 0.5990683685358049, state count = 7, state = [7, 22, 32, 47, 80, 88, 115]
train episode:857, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 175]
train episode:858, reward = 0.5981381359776654, state count = 7, state = [7, 32, 47, 69, 88, 111, 154]
evaluate episode:85.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 175]
train episode:859, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 173]
train episode:860, reward = 0.9474989458243653, state count = 7, state = [7, 36, 47, 54, 88, 133, 170]
train episode:861, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:862, reward = 0.6060332644871711, state count = 7, state = [7, 11, 32, 47, 80, 88, 120]
train episode:863, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 167, 175]
train episode:864, reward = 0.6046503034626922, state count = 7, state = [7, 32, 47, 74, 78, 80, 88]
train episode:865, reward = 0.6374286133243804, state count = 7, state = [7, 32, 47, 56, 75, 80, 88]
train episode:866, reward = 0.607427536666327, state count = 7, state = [7, 14, 32, 47, 52, 80, 88]
train episode:867, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 143, 175]
train episode:868, reward = 0.606265822626706, state count = 7, state = [4, 7, 18, 32, 47, 80, 88]
evaluate episode:86.9, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:869, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 80, 88, 166]
train episode:870, reward = 0.5983728474333071, state count = 7, state = [7, 32, 36, 47, 88, 93, 123]
train episode:871, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 141, 175]
train episode:872, reward = 0.9465670970301225, state count = 3, state = [7, 47, 88]
train episode:873, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 175]
train episode:874, reward = 0.6041744156069953, state count = 7, state = [7, 32, 47, 59, 88, 109, 158]
train episode:875, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:876, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:877, reward = 0.6311495435569385, state count = 7, state = [7, 32, 47, 80, 82, 88, 175]
train episode:878, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 88, 141, 175]
evaluate episode:87.9, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 175]
train episode:879, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 80, 88, 137]
train episode:880, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 106, 122, 181]
train episode:881, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 129, 148]
train episode:882, reward = 0.964687786650839, state count = 7, state = [7, 18, 47, 68, 87, 88, 138]
train episode:883, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 106, 140]
train episode:884, reward = 0.6222956398096688, state count = 7, state = [7, 32, 47, 80, 86, 88, 91]
train episode:885, reward = 0.5296261173762119, state count = 7, state = [7, 16, 47, 88, 103, 115, 146]
train episode:886, reward = 0.6095140999738204, state count = 7, state = [7, 32, 47, 50, 80, 88, 153]
train episode:887, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 80, 88, 177]
train episode:888, reward = 0.6264978411881909, state count = 7, state = [2, 7, 32, 47, 62, 88, 103]
evaluate episode:88.9, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 175]
train episode:889, reward = 0.8367055137882176, state count = 7, state = [7, 9, 32, 47, 80, 88, 119]
train episode:890, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 164, 175]
train episode:891, reward = 0.620206920688022, state count = 7, state = [7, 8, 32, 47, 58, 80, 88]
train episode:892, reward = 0.5645103778844943, state count = 7, state = [7, 47, 74, 88, 103, 140, 174]
train episode:893, reward = 0.5228813942496968, state count = 7, state = [7, 47, 53, 71, 109, 113, 151]
train episode:894, reward = 0.6060332644871711, state count = 7, state = [6, 7, 32, 47, 80, 88, 155]
train episode:895, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 71, 88, 162, 164]
train episode:896, reward = 0.6055692248661547, state count = 7, state = [6, 7, 32, 47, 80, 88, 90]
train episode:897, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 140, 159]
train episode:898, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 80, 88, 115, 125]
evaluate episode:89.9, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 175]
train episode:899, reward = 0.815579884030688, state count = 7, state = [7, 32, 47, 73, 88, 97, 163]
train episode:900, reward = 0.6060332644871711, state count = 7, state = [7, 11, 32, 47, 80, 88, 175]
train episode:901, reward = 0.6055697644442046, state count = 7, state = [7, 32, 47, 59, 80, 88, 107]
train episode:902, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 89, 98, 140]
train episode:903, reward = 0.5979055778381306, state count = 7, state = [7, 32, 47, 57, 80, 88, 146]
train episode:904, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 80, 88, 175]
train episode:905, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 80, 88, 115, 175]
train episode:906, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 175]
train episode:907, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 166, 181]
train episode:908, reward = 0.6064983807662409, state count = 7, state = [5, 7, 32, 47, 65, 80, 88]
evaluate episode:90.9, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 175]
train episode:909, reward = 0.606265822626706, state count = 7, state = [4, 7, 24, 32, 47, 88, 121]
train episode:910, reward = 0.6004604849008076, state count = 7, state = [7, 9, 32, 47, 80, 88, 94]
train episode:911, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 47, 80, 88, 166]
train episode:912, reward = 0.6058007063476363, state count = 7, state = [7, 13, 32, 47, 80, 88, 175]
train episode:913, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 175]
train episode:914, reward = 0.598830966684053, state count = 7, state = [7, 32, 47, 53, 80, 88, 129]
train episode:915, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 47, 80, 88, 175]
train episode:916, reward = 0.94772881356779, state count = 3, state = [7, 47, 91]
train episode:917, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 98, 145]
train episode:918, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 175]
evaluate episode:91.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 175, 181]
train episode:919, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 47, 64, 79, 88]
train episode:920, reward = 0.935189516797864, state count = 7, state = [7, 47, 62, 76, 88, 130, 145]
train episode:921, reward = 0.5737550735324977, state count = 7, state = [7, 30, 47, 88, 90, 99, 174]
train episode:922, reward = 0.8367055137882176, state count = 7, state = [7, 32, 47, 56, 88, 90, 119]
train episode:923, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 175, 181]
train episode:924, reward = 0.5423990439476329, state count = 7, state = [7, 47, 71, 86, 88, 93, 158]
train episode:925, reward = 0.605800706347636, state count = 7, state = [7, 29, 32, 47, 73, 80, 88]
train episode:926, reward = 0.6069613437292037, state count = 7, state = [7, 12, 15, 32, 41, 47, 88]
train episode:927, reward = 0.5219527754296139, state count = 7, state = [5, 7, 9, 45, 47, 122, 180]
train episode:928, reward = 0.6052026665147855, state count = 7, state = [7, 47, 51, 88, 104, 146, 148]
evaluate episode:92.9, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 175]
train episode:929, reward = 0.606497841188191, state count = 7, state = [3, 7, 32, 47, 80, 88, 163]
train episode:930, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 175]
train episode:931, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 137, 175]
train episode:932, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 131, 175]
train episode:933, reward = 0.6111506202149919, state count = 7, state = [7, 32, 47, 77, 88, 157, 172]
train episode:934, reward = 0.5533395060063031, state count = 7, state = [7, 19, 32, 47, 73, 80, 88]
train episode:935, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 160, 175]
train episode:936, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 88, 105, 151]
train episode:937, reward = 0.600461021980811, state count = 7, state = [7, 32, 47, 62, 88, 94, 104]
train episode:938, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 91, 154]
evaluate episode:93.9, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 175]
train episode:939, reward = 0.5335661387794743, state count = 7, state = [7, 42, 47, 52, 88, 89, 133]
train episode:940, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 132, 151]
train episode:941, reward = 0.7163535090559182, state count = 7, state = [7, 32, 35, 47, 80, 88, 107]
train episode:942, reward = 0.64138102503842, state count = 7, state = [7, 32, 47, 61, 88, 157, 166]
train episode:943, reward = 0.6095178670279842, state count = 7, state = [7, 32, 47, 48, 73, 88, 120]
train episode:944, reward = 0.7965273506118216, state count = 7, state = [7, 23, 32, 47, 80, 88, 172]
train episode:945, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 177]
train episode:946, reward = 0.6085870973898412, state count = 7, state = [7, 15, 32, 47, 51, 54, 88]
train episode:947, reward = 0.6262652830486559, state count = 7, state = [2, 7, 32, 47, 80, 88, 157]
train episode:948, reward = 0.5321659462300481, state count = 7, state = [7, 21, 47, 50, 67, 88, 138]
evaluate episode:94.9, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 175]
train episode:949, reward = 0.6055697644442046, state count = 7, state = [7, 11, 32, 47, 80, 83, 88]
train episode:950, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 127]
train episode:951, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 166, 178]
train episode:952, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 175]
train episode:953, reward = 0.6337109105679358, state count = 7, state = [1, 7, 9, 47, 61, 78, 88]
train episode:954, reward = 0.6390565203011247, state count = 7, state = [7, 32, 47, 67, 76, 80, 88]
train episode:955, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 145, 175]
train episode:956, reward = 0.5500885407611248, state count = 7, state = [6, 7, 47, 113, 127, 132, 181]
train episode:957, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 125, 133, 144]
train episode:958, reward = 0.6060332644871711, state count = 7, state = [7, 11, 32, 47, 75, 80, 88]
evaluate episode:95.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 100, 175]
train episode:959, reward = 0.7962958691303401, state count = 7, state = [7, 8, 23, 32, 47, 88, 166]
train episode:960, reward = 0.6371960551848456, state count = 7, state = [7, 32, 47, 75, 79, 80, 88]
train episode:961, reward = 0.6058007063476363, state count = 7, state = [7, 32, 46, 47, 80, 88, 141]
train episode:962, reward = 0.608125748164935, state count = 7, state = [5, 7, 31, 32, 47, 88, 128]
train episode:963, reward = 0.9507499110695437, state count = 7, state = [7, 23, 47, 88, 138, 152, 172]
train episode:964, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 140]
train episode:965, reward = 0.6058007063476363, state count = 7, state = [7, 32, 40, 47, 80, 88, 180]
train episode:966, reward = 0.5221847964891456, state count = 1, state = [7]
train episode:967, reward = 0.7965273506118216, state count = 7, state = [1, 7, 23, 32, 47, 80, 88]
train episode:968, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 175]
evaluate episode:96.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 100]
train episode:969, reward = 0.606265822626706, state count = 7, state = [6, 7, 32, 47, 79, 80, 88]
train episode:970, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 136]
train episode:971, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 100]
train episode:972, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 148]
train episode:973, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 169]
train episode:974, reward = 0.6064978411881908, state count = 7, state = [7, 29, 32, 47, 79, 80, 88]
train episode:975, reward = 0.606265822626706, state count = 7, state = [5, 7, 32, 47, 64, 80, 88]
train episode:976, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 79, 80, 88]
train episode:977, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 180]
train episode:978, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 79, 80, 88, 158]
evaluate episode:97.9, reward = 0.6371960551848456, state count = 7, state = [7, 32, 47, 54, 79, 80, 88]
train episode:979, reward = 0.606033804065221, state count = 7, state = [7, 15, 32, 47, 79, 88, 116]
train episode:980, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 54, 80, 88, 159]
train episode:981, reward = 0.6137076830918222, state count = 7, state = [7, 16, 32, 47, 80, 88, 105]
train episode:982, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 71, 80, 88]
train episode:983, reward = 0.6064994574242942, state count = 7, state = [7, 32, 43, 47, 80, 88, 135]
train episode:984, reward = 0.6053366667266198, state count = 7, state = [7, 32, 47, 54, 80, 88, 90]
train episode:985, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 88, 101, 178]
train episode:986, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 150, 154]
train episode:987, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 47, 80, 88, 183]
train episode:988, reward = 0.606497841188191, state count = 7, state = [3, 4, 7, 32, 47, 80, 88]
evaluate episode:98.9, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 104]
train episode:989, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 104]
train episode:990, reward = 0.5993014662533899, state count = 7, state = [7, 32, 47, 80, 85, 88, 136]
train episode:991, reward = 0.6060332644871711, state count = 7, state = [7, 32, 47, 51, 80, 88, 90]
train episode:992, reward = 0.6055697644442046, state count = 7, state = [7, 32, 47, 59, 63, 88, 183]
train episode:993, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 80, 88, 183]
train episode:994, reward = 0.6004599478208041, state count = 7, state = [7, 20, 32, 47, 84, 88, 128]
train episode:995, reward = 0.6058007063476363, state count = 7, state = [7, 13, 32, 40, 47, 55, 88]
train episode:996, reward = 0.6058023225837397, state count = 7, state = [7, 11, 32, 47, 88, 99, 112]
train episode:997, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 148]
train episode:998, reward = 0.6409153691813002, state count = 7, state = [7, 18, 31, 32, 47, 62, 88]
evaluate episode:99.9, reward = 0.6053366667266198, state count = 7, state = [7, 12, 32, 47, 80, 88, 90]
train episode:999, reward = 0.7965273506118216, state count = 7, state = [7, 23, 32, 47, 80, 88, 144]
